id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2工具，3材料，4建筑，6机械，7出现在食谱内，8出现在秘银锅内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795铁锅，150029融合台）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）
22286,钛合金耙+黄铜耙,540286,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,11031,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22287,钛合金耙+石耙,540287,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22288,钛合金耙+秘银耙,540288,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,11033,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22289,钛合金耙+钛合金耙,540289,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,11034,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22290,钛合金耙+木棒,540290,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22291,钛合金耙+尖尖碰碰锤,540291,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22292,钛合金耙+冻结棒,540292,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22293,钛合金耙+钛金战锤,540293,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22294,钛合金耙+石剑,540294,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22295,钛合金耙+短剑,540295,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22296,钛合金耙+收割者,540296,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22297,钛合金耙+能量剑,540297,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22298,钛合金耙+石矛,540298,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22299,钛合金耙+黄铜矛,540299,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22300,钛合金耙+能量矛,540300,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22301,钛合金耙+魔鬼鱼叉,540301,,,,,,,,,,1,0,3,3,0,150029,,11034,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22302,钨金耙+黄铜耙,540302,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,11031,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22303,钨金耙+石耙,540303,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22304,钨金耙+秘银耙,540304,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,11033,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22305,钨金耙+钛合金耙,540305,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,11034,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22306,钨金耙+钨金耙,540306,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,11035,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22307,钨金耙+木棒,540307,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22308,钨金耙+尖尖碰碰锤,540308,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22309,钨金耙+冻结棒,540309,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22310,钨金耙+钛金战锤,540310,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22311,钨金耙+石剑,540311,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22312,钨金耙+短剑,540312,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22313,钨金耙+收割者,540313,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22314,钨金耙+能量剑,540314,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22315,钨金耙+石矛,540315,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22316,钨金耙+黄铜矛,540316,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22317,钨金耙+能量矛,540317,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22318,钨金耙+魔鬼鱼叉,540318,,,,,,,,,,1,0,3,3,0,150029,,11035,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22319,木棒+木棒,540319,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22320,木棒+石剑,540320,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22321,木棒+短剑,540321,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22322,木棒+收割者,540322,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22323,木棒+能量剑,540323,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22324,木棒+蝎壳盾,540324,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22325,木棒+蝎刺盾,540325,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22326,木棒+木盾,540326,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22327,木棒+黄铜盾,540327,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22328,木棒+钛金盾,540328,,,,,,,,,,1,0,3,3,0,150029,,12001,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22329,尖尖碰碰锤+木棒,540329,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22330,尖尖碰碰锤+尖尖碰碰锤,540330,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22331,尖尖碰碰锤+冻结棒,540331,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22332,尖尖碰碰锤+石剑,540332,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22333,尖尖碰碰锤+短剑,540333,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22334,尖尖碰碰锤+收割者,540334,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22335,尖尖碰碰锤+能量剑,540335,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22336,尖尖碰碰锤+蝎壳盾,540336,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22337,尖尖碰碰锤+蝎刺盾,540337,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22338,尖尖碰碰锤+木盾,540338,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22339,尖尖碰碰锤+黄铜盾,540339,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22340,尖尖碰碰锤+钛金盾,540340,,,,,,,,,,1,0,3,3,0,150029,,11230,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22341,冻结棒+木棒,540341,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22342,冻结棒+冻结棒,540342,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22343,冻结棒+石剑,540343,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22344,冻结棒+短剑,540344,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22345,冻结棒+收割者,540345,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22346,冻结棒+能量剑,540346,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22347,冻结棒+蝎壳盾,540347,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22348,冻结棒+蝎刺盾,540348,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22349,冻结棒+木盾,540349,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22350,冻结棒+黄铜盾,540350,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22351,冻结棒+钛金盾,540351,,,,,,,,,,1,0,3,3,0,150029,,12316,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22352,钛金战锤+木棒,540352,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22353,钛金战锤+尖尖碰碰锤,540353,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22354,钛金战锤+冻结棒,540354,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22355,钛金战锤+钛金战锤,540355,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22356,钛金战锤+石剑,540356,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22357,钛金战锤+短剑,540357,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22358,钛金战锤+收割者,540358,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22359,钛金战锤+能量剑,540359,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22360,钛金战锤+蝎壳盾,540360,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22361,钛金战锤+蝎刺盾,540361,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22362,钛金战锤+木盾,540362,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22363,钛金战锤+黄铜盾,540363,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22364,钛金战锤+钛金盾,540364,,,,,,,,,,1,0,3,3,0,150029,,12010,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22365,石剑+石剑,540365,,,,,,,,,,1,0,3,3,0,150029,,12012,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22366,石剑+蝎壳盾,540366,,,,,,,,,,1,0,3,3,0,150029,,12012,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22367,石剑+蝎刺盾,540367,,,,,,,,,,1,0,3,3,0,150029,,12012,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22368,石剑+木盾,540368,,,,,,,,,,1,0,3,3,0,150029,,12012,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22369,石剑+黄铜盾,540369,,,,,,,,,,1,0,3,3,0,150029,,12012,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22370,石剑+钛金盾,540370,,,,,,,,,,1,0,3,3,0,150029,,12012,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22371,短剑+石剑,540371,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22372,短剑+短剑,540372,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22373,短剑+蝎壳盾,540373,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22374,短剑+蝎刺盾,540374,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22375,短剑+木盾,540375,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22376,短剑+黄铜盾,540376,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22377,短剑+钛金盾,540377,,,,,,,,,,1,0,3,3,0,150029,,12003,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22378,收割者+石剑,540378,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22379,收割者+短剑,540379,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22380,收割者+收割者,540380,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22381,收割者+蝎壳盾,540381,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22382,收割者+蝎刺盾,540382,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22383,收割者+木盾,540383,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22384,收割者+黄铜盾,540384,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22385,收割者+钛金盾,540385,,,,,,,,,,1,0,3,3,0,150029,,12009,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22386,能量剑+石剑,540386,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22387,能量剑+短剑,540387,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22388,能量剑+收割者,540388,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22389,能量剑+能量剑,540389,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22390,能量剑+蝎壳盾,540390,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22391,能量剑+蝎刺盾,540391,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22392,能量剑+木盾,540392,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22393,能量剑+黄铜盾,540393,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22394,能量剑+钛金盾,540394,,,,,,,,,,1,0,3,3,0,150029,,12005,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22395,石矛+木棒,540395,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22396,石矛+尖尖碰碰锤,540396,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22397,石矛+冻结棒,540397,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22398,石矛+钛金战锤,540398,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22399,石矛+石剑,540399,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22400,石矛+短剑,540400,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22401,石矛+收割者,540401,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22402,石矛+能量剑,540402,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22403,石矛+石矛,540403,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22404,石矛+蝎壳盾,540404,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22405,石矛+蝎刺盾,540405,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22406,石矛+木盾,540406,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22407,石矛+黄铜盾,540407,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22408,石矛+钛金盾,540408,,,,,,,,,,1,0,3,3,0,150029,,12002,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22409,黄铜矛+木棒,540409,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22410,黄铜矛+尖尖碰碰锤,540410,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22411,黄铜矛+冻结棒,540411,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22412,黄铜矛+钛金战锤,540412,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22413,黄铜矛+石剑,540413,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22414,黄铜矛+短剑,540414,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22415,黄铜矛+收割者,540415,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22416,黄铜矛+能量剑,540416,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22417,黄铜矛+石矛,540417,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22418,黄铜矛+黄铜矛,540418,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22419,黄铜矛+魔鬼鱼叉,540419,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22420,黄铜矛+蝎壳盾,540420,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22421,黄铜矛+蝎刺盾,540421,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22422,黄铜矛+木盾,540422,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22423,黄铜矛+黄铜盾,540423,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22424,黄铜矛+钛金盾,540424,,,,,,,,,,1,0,3,3,0,150029,,12004,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22425,能量矛+木棒,540425,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22426,能量矛+尖尖碰碰锤,540426,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22427,能量矛+冻结棒,540427,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22428,能量矛+钛金战锤,540428,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22429,能量矛+石剑,540429,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22430,能量矛+短剑,540430,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22431,能量矛+收割者,540431,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22432,能量矛+能量剑,540432,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22433,能量矛+石矛,540433,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22434,能量矛+黄铜矛,540434,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22435,能量矛+能量矛,540435,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22436,能量矛+魔鬼鱼叉,540436,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22437,能量矛+蝎壳盾,540437,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22438,能量矛+蝎刺盾,540438,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22439,能量矛+木盾,540439,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22440,能量矛+黄铜盾,540440,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22441,能量矛+钛金盾,540441,,,,,,,,,,1,0,3,3,0,150029,,12013,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22442,魔鬼鱼叉+木棒,540442,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22443,魔鬼鱼叉+尖尖碰碰锤,540443,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22444,魔鬼鱼叉+冻结棒,540444,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22445,魔鬼鱼叉+钛金战锤,540445,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22446,魔鬼鱼叉+石剑,540446,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22447,魔鬼鱼叉+短剑,540447,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22448,魔鬼鱼叉+收割者,540448,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22449,魔鬼鱼叉+能量剑,540449,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22450,魔鬼鱼叉+石矛,540450,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22451,魔鬼鱼叉+魔鬼鱼叉,540451,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22452,魔鬼鱼叉+蝎壳盾,540452,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22453,魔鬼鱼叉+蝎刺盾,540453,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22454,魔鬼鱼叉+木盾,540454,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22455,魔鬼鱼叉+黄铜盾,540455,,,,,,,,,,1,0,3,3,0,150029,,12063,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,
