工具id,名称,类型：1斧，2镐，3铲，4耙，5剪刀，6工具，7弓，8头盔，9胸甲，10护腿，11靴子，12容器，13点火石，14投掷物，16披风（特殊），17空白卷轴，18火之卷轴，19坐骑鞍，20坐骑项圈，21混乱卷轴，22捕鱼网，23变异卷轴，24法杖，25家园回收（植物），26家园回收（动物），27合成锤，28锅，29鱼竿,子类型：1-剑，2-盾，3-锤，4-矛，5-镐，6-斧，7-铲，8-耙，9-弓，10-杖，11-箭，12-法球，13-回旋镖,等级（装备的等级必须和美术模型名称尾缀数字相同，不然会影响到野人伙伴装备的显隐及行为树）,子等级（用于双持武器配置用的等级，不为0的才会参与到双持内）,技能冷却,效率加成,视野亮度,"攻击类型:0近程,1远程,2爆炸",攻击力,削韧值（默认5）,物理防御,近战防御,远程防御,爆炸防御,元素防御,混乱防御,燃烧防御,毒素防御,冰冻防御,移动速度加成,行走速度,潜行速度,奔跑速度,游泳速度,开垦速度（单位tick）,攻击速度倍率,韧性,韧性恢复间隔时间,韧性恢复速度,攻击附带buffid（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的id）,攻击附带bufflv（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的lv）,耐久,采集消耗耐久,攻击1次消耗耐久,耐压阈值（控制水压环境中装备是否会被损坏）,压力消耗耐久（配合耐压阈值使用，控制水压环境中装备耐久的消耗速度）,修复消耗经验,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,修理材料ID1,修复量1,修理材料ID2,修复量2,修理材料ID3,修复量3,修理材料ID4,修复量4,修理材料ID5,修复量5,修理材料ID6,修复量6,效果库ID1（仅限装备道具使用）,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,分数,自带附魔（旧字段，不要用，但是不可以删）,自带新附魔,消耗ItemID,每次消耗的数量,发射音效,蓄力时间,"蓄力种类(0-弓那种,1-必须蓄到完成才能用,2-无需蓄力)",蓄力消耗体力（默认不填就读luaconstans）,蓄力音效,释放音效,攻击连段动作列表,连段计时器,游泳攻击动作,骑乘攻击动作,第一人称挖掘动作,第一人称启动动作,第一人称循环动作,第一人称右键施放动作,工具启动动作,工具循环动作,工具攻击动作,第三人称待机,第三人称挖掘动作,第三人称循环,第三人称右键施放,第三人称攻击特效,工具切换模型/弓切换有箭和没箭模型,挥动音效,附魔特效比例(默认是1倍写200就是2倍),初速度加成,可否投掷/0=不可投掷，1=可投掷,温度防御,元素攻击,混乱攻击,燃烧攻击,毒素攻击,冰冻攻击,击退抗性（万分比）,评分（用于更换标准）
540449,魔鬼鱼叉+能量剑,6,1,,,,0,,,46,20,,,,,,,,,,,,,,,0,,,,,,,750,2,1,,,10,0,11209,60,11203,240,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540450,魔鬼鱼叉+石矛,6,4,,,,0,,,39,17,,,,,,,,,,,,,,,0,,,,,,,200,2,1,,,3,0,11209,60,11627,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540451,魔鬼鱼叉+魔鬼鱼叉,6,1,,,,0,,,50,21,,,,,,,,,,,,,,,0,,,,,,,300,2,1,,,3,0,11209,60,11209,60,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540452,魔鬼鱼叉+蝎壳盾,6,,,,10,0,,,39,27,,,,,,,,,,,,,,,0,,150,3,3,,,400,2,1,,,6,0,11209,60,11330,90,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,,,,,,,,,,
540453,魔鬼鱼叉+蝎刺盾,6,,,,10,0,,,39,25,,,,,,,,,,,,,,,0,,120,5,3,,,300,2,1,,,6,0,11209,60,11330,90,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,,,,,,,,,,
540454,魔鬼鱼叉+木盾,6,,,,10,0,,,39,21,,,,,,,,,,,,,,,0,,50,3,1,,,200,2,1,,,3,0,11209,60,11323,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,,,,,,,,,,
540455,魔鬼鱼叉+黄铜盾,6,,,,10,0,,,39,25,,,,,,,,,,,,,,,0,,80,3,2,,,250,2,1,,,3,0,11209,60,11329,45,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,,,,,,,,,,
540456,魔鬼鱼叉+钛金盾,6,,,,10,0,,,39,27,,,,,,,,,,,,,,,0,,120,3,3,,,375,2,1,,,6,0,11209,60,11330,90,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Sword_Shield_Natk_01|Double_Sword_Shield_Natk_02,5,,,,,101198,101198,,,,,,600167,600167,,,,,,,,,,,,,,
540466,平凡法杖+木棒,24,1,,,5,0,,,15,7,,,,,,,,,,,,,,,0,,,,,,,55,2,1,,,5,0,11570,50,11323,15,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540467,平凡法杖+尖尖碰碰锤,24,1,,,5,0,,,17,10,,,,,,,,,,,,,,,0,,,,,77,1,75,2,1,,,5,0,11570,50,,,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540468,平凡法杖+冻结棒,24,1,,,5,0,,,25,12,,,,,,,,,,,,,,,0,,,,,,,100,2,1,,,5,0,11570,50,12710,30,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540469,平凡法杖+钛金战锤,24,1,,,5,0,,,40,17,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11570,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540470,平凡法杖+石剑,24,1,,,5,0,,,13,7,,,,,,,,,,,,,,,0,,,,,,,75,2,1,,,5,0,11570,50,11627,25,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540471,平凡法杖+短剑,24,1,,,5,0,,,20,10,,,,,,,,,,,,,,,0,,,,,,,175,2,1,,,5,0,11570,50,11209,60,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540472,平凡法杖+收割者,24,1,,,5,0,,,25,13,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11570,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540473,平凡法杖+能量剑,24,1,,,5,0,,,30,15,,,,,,,,,,,,,,,0,,,,,,,625,2,1,,,10,0,11570,50,11203,240,,,,,,,,,,,,,,,,,,,,,,11586,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540474,平凡法杖+平凡法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11570,50,11570,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540475,炽烈法杖+木棒,24,1,,,8,0,,,15,7,,,,,,,,,,,,,,,0,,,,,,,55,2,1,,,5,0,11571,50,11323,15,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540476,炽烈法杖+尖尖碰碰锤,24,1,,,8,0,,,17,10,,,,,,,,,,,,,,,0,,,,,77,1,75,2,1,,,5,0,11571,50,,,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540477,炽烈法杖+冻结棒,24,1,,,8,0,,,25,12,,,,,,,,,,,,,,,0,,,,,,,100,2,1,,,5,0,11571,50,12710,30,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540478,炽烈法杖+钛金战锤,24,1,,,8,0,,,40,17,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11571,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540479,炽烈法杖+石剑,24,1,,,8,0,,,13,7,,,,,,,,,,,,,,,0,,,,,,,75,2,1,,,5,0,11571,50,11627,25,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540480,炽烈法杖+短剑,24,1,,,8,0,,,20,10,,,,,,,,,,,,,,,0,,,,,,,175,2,1,,,5,0,11571,50,11209,60,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540481,炽烈法杖+收割者,24,1,,,8,0,,,25,13,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11571,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540482,炽烈法杖+能量剑,24,1,,,8,0,,,30,15,,,,,,,,,,,,,,,0,,,,,,,625,2,1,,,10,0,11571,50,11203,240,,,,,,,,,,,,,,,,,,,,,,11587,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540483,炽烈法杖+平凡法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11570,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540484,炽烈法杖+炽烈法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11571,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540485,炽烈法杖+雷电法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11572,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540486,炽烈法杖+淬毒法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11573,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540487,炽烈法杖+复苏法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11574,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540488,炽烈法杖+召唤法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11575,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540489,炽烈法杖+冰魄法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11571,50,11576,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540490,雷电法杖+木棒,24,1,,,10,0,,,15,7,,,,,,,,,,,,,,,0,,,,,,,55,2,1,,,5,0,11572,50,11323,15,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540491,雷电法杖+尖尖碰碰锤,24,1,,,10,0,,,17,10,,,,,,,,,,,,,,,0,,,,,77,1,75,2,1,,,5,0,11572,50,,,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540492,雷电法杖+冻结棒,24,1,,,10,0,,,25,12,,,,,,,,,,,,,,,0,,,,,,,100,2,1,,,5,0,11572,50,12710,30,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540493,雷电法杖+钛金战锤,24,1,,,10,0,,,40,17,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11572,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540494,雷电法杖+石剑,24,1,,,10,0,,,13,7,,,,,,,,,,,,,,,0,,,,,,,75,2,1,,,5,0,11572,50,11627,25,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540495,雷电法杖+短剑,24,1,,,10,0,,,20,10,,,,,,,,,,,,,,,0,,,,,,,175,2,1,,,5,0,11572,50,11209,60,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540496,雷电法杖+收割者,24,1,,,10,0,,,25,13,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11572,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540497,雷电法杖+能量剑,24,1,,,10,0,,,30,15,,,,,,,,,,,,,,,0,,,,,,,625,2,1,,,10,0,11572,50,11203,240,,,,,,,,,,,,,,,,,,,,,,11588,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540498,雷电法杖+平凡法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11572,50,11570,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540499,雷电法杖+雷电法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11572,50,11572,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540500,雷电法杖+淬毒法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11572,50,11573,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540501,雷电法杖+复苏法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11572,50,11574,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540502,雷电法杖+召唤法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11572,50,11575,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540503,雷电法杖+冰魄法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11572,50,11576,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540504,淬毒法杖+木棒,24,1,,,8,0,,,15,7,,,,,,,,,,,,,,,0,,,,,,,55,2,1,,,5,0,11573,50,11323,15,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540505,淬毒法杖+尖尖碰碰锤,24,1,,,8,0,,,17,10,,,,,,,,,,,,,,,0,,,,,77,1,75,2,1,,,5,0,11573,50,,,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540506,淬毒法杖+冻结棒,24,1,,,8,0,,,25,12,,,,,,,,,,,,,,,0,,,,,,,100,2,1,,,5,0,11573,50,12710,30,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540507,淬毒法杖+钛金战锤,24,1,,,8,0,,,40,17,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11573,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540508,淬毒法杖+石剑,24,1,,,8,0,,,13,7,,,,,,,,,,,,,,,0,,,,,,,75,2,1,,,5,0,11573,50,11627,25,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540509,淬毒法杖+短剑,24,1,,,8,0,,,20,10,,,,,,,,,,,,,,,0,,,,,,,175,2,1,,,5,0,11573,50,11209,60,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540510,淬毒法杖+收割者,24,1,,,8,0,,,25,13,,,,,,,,,,,,,,,0,,,,,,,250,2,1,,,6,0,11573,50,11330,90,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540511,淬毒法杖+能量剑,24,1,,,8,0,,,30,15,,,,,,,,,,,,,,,0,,,,,,,625,2,1,,,10,0,11573,50,11203,240,,,,,,,,,,,,,,,,,,,,,,11589,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540512,淬毒法杖+平凡法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11573,50,11570,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540513,淬毒法杖+淬毒法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11573,50,11573,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540514,淬毒法杖+复苏法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11573,50,11574,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540515,淬毒法杖+召唤法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11573,50,11575,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540516,淬毒法杖+冰魄法杖,24,1,,,,0,,,5,5,,,,,,,,,,,,,,,0,,,,,,,50,2,1,,,5,0,11573,50,11576,50,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw,1,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
540517,复苏法杖+木棒,24,1,,,12,0,,,15,7,,,,,,,,,,,,,,,0,,,,,,,55,2,1,,,5,0,11574,50,11323,15,,,,,,,,,,,,,,,,,,,,,,11590,1,misc.throw,1,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,101111,,,100301,100302,100303,,,100116,,,1,,,,,,,,,,,,
