方块ID,方块名称,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],渲染贴图组,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石质，2=黄铜，3=秘银，4=钛金，5=钨金）,随机颜色,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1)
1972,旧秘银块,RedOrangeOldMithsilver,RedOrangeOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1972,10000,0,0,1972,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1972,2,2,,FF4002,,,,,,,1,15,15,,1,,,10,,
1973,旧秘银块,YellowOrangeOldMithsilver,YellowOrangeOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1973,10000,0,0,1973,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1973,2,2,,FFA102,,,,,,,1,15,15,,1,,,10,,
1974,旧秘银块,BluePurpleOldMithsilver,BluePurpleOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1974,10000,0,0,1974,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1974,2,2,,5223DB,,,,,,,1,15,15,,1,,,10,,
1975,旧秘银块,YellowGreenOldMithsilver,YellowGreenOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1975,10000,0,0,1975,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1975,2,2,,B2FF02,,,,,,,1,15,15,,1,,,10,,
1976,旧秘银块,LightYellowOldMithsilver,LightYellowOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1976,10000,0,0,1976,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1976,2,2,,FFF476,,,,,,,1,15,15,,1,,,10,,
1977,旧秘银块,LightOrangeOldMithsilver,LightOrangeOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1977,10000,0,0,1977,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1977,2,2,,FFBB85,,,,,,,1,15,15,,1,,,10,,
1978,旧秘银块,LightPurpleOldMithsilver,LightPurpleOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1978,10000,0,0,1978,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1978,2,2,,C685FA,,,,,,,1,15,15,,1,,,10,,
1979,旧秘银块,DeepYellowOldMithsilver,DeepYellowOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1979,10000,0,0,1979,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1979,2,2,,7B7101,,,,,,,1,15,15,,1,,,10,,
1980,旧秘银块,DeepBlueOldMithsilver,DeepBlueOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1980,10000,0,0,1980,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1980,2,2,,011D7B,,,,,,,1,15,15,,1,,,10,,
1981,旧秘银块,DeepOrangeOldMithsilver,DeepOrangeOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1981,10000,0,0,1981,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1981,2,2,,7B3701,,,,,,,1,15,15,,1,,,10,,
1982,旧秘银块,DeepPurpleOldMithsilver,DeepPurpleOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1982,10000,0,0,1982,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1982,2,2,,420176,,,,,,,1,15,15,,1,,,10,,
1983,旧秘银块,DeepGreenOldMithsilver,DeepGreenOldMithsilver,,,basic,,4,4,,,,1,1,1,0,0,0,,,,1,60,60,1,0,,0,,1983,10000,0,0,1983,10000,,,1,15,0,,1,sf_metel01,,blocks.stone,blockd.stone,,1983,2,2,,077B01,,,,,,,1,15,15,,1,,,10,,
1990,无线星能踏板,,,,,blockpedalsingle,,5,5,,,,1,0,1,1,3,0,,,,,60,3,1,0,,0,,1990,10000,0,0,1990,10000,,,0,1,0,,1,blockpedal_off,blockpedalsingle,,blockd.wood,,1990,1,1,,ca9b4d,,,,,4,,0,15,15,,1,,,1,3,
1991,并联转换器,,,,,parallelswitch,,5,5,,,,1,1,1,1,3,0,,,,,60,3,1,0,,0,,1991,10000,0,0,1991,10000,,,0,1,0,,1,parallel_switch_off,parallelswitch,blocks.stone,blockd.stone,,1991,1,1,,ca9b4d,,,,,4,,0,15,15,,1,,,1,,
1992,布丁块,,,,,blockpudding,,5,5,,,,1,1,1,1,3,0,,,,,60,3,1,0,,0,,,,0,0,0,0,,,2,15,0,,1,pudding,,blocks.stone,blockd.stone,,,2,1,,ffffff,,,,,4,,1,15,15,,1,,,1,,
1993,传送带,,,,,transporter,,5,5,,,,1,1,3,0,3,2,,,,,60,3,1,0,,0,,1993,10000,0,0,1993,10000,,,0,1,0,,1,transport_side,,,blockd.wood,,1993,1,1,,ca9b4d,,,,,4,,1,15,15,,1,,,1,,
1999,自定义模型（方块）,,,,,fullycustomblock,,,,,,1,1,1,1,2,0,0,,,,,50,7,1,,,0,,0,10000,0,0,0,10000,,,0,0,0,,1,block,block,blocks.stone,blockd.stone,,0,2,1,,a6a899,,,,,,,0,15,15,,1,,,1,,
2000,微缩模型,,MiniatureBlock,,,custombasic,,,,,,1,1,1,1,0,0,0,,,,,50,7,1,,,0,,0,10000,0,0,0,10000,,,0,0,0,,1,block,block,blocks.stone,blockd.stone,,0,2,1,,a6a899,,,,,,,0,15,15,,1,,,1,,
4095,unload,unload,unload,,,unload,,,,,,,1,1,1,2,0,0,,,,,-1,-1,1,0,,0,,0,0,0,0,0,0,,,0,0,0,,1,,,,,,0,0,,,,,,,,,,1,15,15,,1,,,,1,
150000,冰原部落图腾,,,,,villagetotemice,,4,,,,,1,1,1,2,0,2,,,,,200,25,1,0,,0,,150000,10000,0,0,150000,10000,,,1,1,0,,3,icevillagetotem,icevillagetotem,blocks.stone,blockd.stone,,150000,2,2,,7b4b2c,,,,,4,,0,15,15,,1,,1,10,3,
150001,野生冰原部落图腾,,,,,villagetotemice,,4,,,,,1,1,1,2,0,2,,,,,200,25,1,0,,0,,150001,10000,0,0,150001,10000,,,1,1,0,,3,wildicevillagetotem,wildicevillagetotem,blocks.stone,blockd.stone,,150001,2,2,,7b4b2c,,,,,4,,0,15,15,,1,,1,10,3,
150002,狩猎旗帜,,,,,villagerflag,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150002,10000,0,0,150002,10000,,,1,1,0,,2,huntflag,,blocks.wood,blockd.wood,,150002,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
150003,野生狩猎旗帜,,,,,villagerflagice,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150003,10000,0,0,150003,10000,,,1,1,0,,2,huntflag_wild,,blocks.wood,blockd.wood,,150003,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
150004,建筑旗帜,,,,,villagerflagbuilding,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150004,10000,0,0,150004,10000,,,1,1,0,,2,buildflag,,blocks.wood,blockd.wood,,150004,1,1,,7b4b2c,,,,,1,,0,15,15,,1,,1,1,3,
150005,野生建筑旗帜,,,,,villagerflagbuilding,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150005,10000,0,0,150005,10000,,,1,1,0,,2,buildflag_wild,,blocks.wood,blockd.wood,,150005,1,1,,7b4b2c,,,,,1,,0,15,15,,1,,1,1,3,
150006,野生樵夫旗帜,,,,,villagerflagice,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150006,10000,0,0,150006,10000,,,1,1,0,,2,woodmanflag_wild,,blocks.wood,blockd.wood,,150006,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
150007,冰晶喷菇幼苗,IceCrystalMushroomBud,IceCrystalMushroomBud,,,iceCrystalShroomSeedling,,,,,,,1,1,0,1,3,0,,1,1|72,,1,5,1,5,100,5,,11665,10000,0,0,11665,10000,,,0,1,0,,1,icecrystalmushroomBud,icecrystalmushroomBud,,blockd.cloth,,11665,1,1,,6e8f41,,,,,,,0,15,15,,1,,,1,3,
150008,无光冰晶喷菇,DarkIceCrystalMushroom,DarkIceCrystalMushroom,,,iceCrystalShroomDark,,,,,,,1,1,0,1,3,0,,,,,1,5,1,5,100,5,,150008,10000,0,0,150008,10000,,,0,1,0,,1,darkicecrystalmushroom,darkicecrystalmushroom,blockd.cloth,blockd.cloth,,150008,1,1,,6e8f41,,,,,,,1,15,15,,1,,,1,3,
150009,有光冰晶喷菇,LightIceCrystalMushroom,LightIceCrystalMushroom,,,iceCrystalShroomLight,,,,,,,1,1,0,1,3,0,,,,,1,5,1,5,100,5,,150009,10000,0,0,150009,10000,,,0,4,10,,1,lighticecrystalmushroom,lighticecrystalmushroom,blockd.cloth,blockd.cloth,,150009,1,1,,6e8f41,,,,,,,1,15,15,,1,,,1,3,
150010,冰晶蕨幼苗,IceCrystalFernBud,IceCrystalFernBud,,,iceCrystalFernBud,,,,,,,1,0,0,1,3,0,,1,1|30,,1,2,1,5,100,5,,11666,10000,0,0,11666,10000,,,0,1,0,,1,icecrystalfernbud,icecrystalfernbud,,blockd.cloth,,11666,1,1,,6e8f41,,,,,,,0,15,15,,1,,,1,3,
150011,冰晶蕨苗,IceCrystalFernSeedlings,IceCrystalFernSeedlings,,,iceCrystalFernSeedling,,,,,,,1,0,0,1,3,0,,1,1|30,,1,2,1,5,100,5,,150011,10000,0,0,11666,10000,,,0,1,0,,1,icecrystalfernseedlings,icecrystalfernseedlings,blockd.cloth,blockd.cloth,,11666,1,1,,6e8f41,,,,,,,0,15,15,,1,,,1,3,
150012,冰晶蕨,IceCrystalFern,IceCrystalFern,,,iceCrystalFern,,1,,,,,1,0,0,1,3,0,,,,,1,3,1,5,100,5,,150012,10000,0,0,150012,10000,,,0,1,1,,1,icecrystalfern,icecrystalfern,blockd.cloth,blockd.cloth,,150012,1,1,,6e8f41,,,,,,,0,15,15,,1,,,1,3,
150013,寒光棒,ColdLightTorch,ColdLightTorch,,,smalltorch,,5,5,,,,1,0,3,1,3,1,,,,,1,0,1,0,0,10,,150013,10000,0,0,150013,10000,,,0,7,14,,1,coldlighttorch,coldlighttorch,,blockd.wood,,150013,0,1,,ffff15,,,,,4,,0,15,0,-6,1,,,,2,
150015,皮草床,FurBed,FurBed,,,doublebed,,4,4,,,,1,1,1,1,0,2,,,,,30,10,1,2,20,2,,150015,10000,0,0,150015,10000,,,2,1,0,,1,ice_bed,ice_bed,blocks.wood,blockd.wood,,150015,1,1,,e59d87,,,,,,,,15,15,,1,,,1,3,
150016,冰原木门,ColdCrystalWoodenDoor,ColdCrystalWoodenDoor,,,simpledoor,,4,4,,,,1,1,1,1,0,2,,,,,24,12,1,1,20,1,,150016,10000,0,0,150016,10000,,,2,1,0,,2,ice_door,ice_door,blocks.wood,blockd.wood,blockd.wood,150016,1,1,,7b4b43c,,,,,4,,3,15,15,,1,,1,10,,
150018,火盆灯,IceStreetLights,IceStreetLights,,,fluorescentlamp,,4,4,,,,1,1,1,0,0,2,,,,,25,15,1,0,,0,,150018,10000,0,0,150018,10000,,,3,1,14,,1,ice_lamp,ice_lamp,blockd.wood,blockd.wood,blockd.wood,150018,1,1,,ffebef,,,,,,,,15,15,8,1,,,10,3,
150020,冰原木桌,IceFernWoodenTable,IceFernWoodenTable,,,icetable,,4,4,,,,1,1,1,0,0,2,,,,,25,15,1,0,,0,,150020,10000,0,0,150020,10000,,,3,1,0,,1,ice_table,ice_table,blockd.wood,blockd.wood,blockd.wood,150020,1,1,,ffebef,,,,,4,,1,15,15,,1,,,10,3,
150021,冰原木椅,IceFernWoodenChair,IceFernWoodenChair,,,chair,,4,4,,,,1,1,1,0,0,2,,,,,25,6,1,2,20,0,,150021,10000,0,0,150021,10000,,,2,1,0,,1,ice_chair,ice_chair,blocks.wood,blockd.wood,blockd.wood,150021,1,1,,c1a661,,,,,4,,1,15,15,,1,,,1,3,
150022,冰原木柜,ColdCrystalWoodCabinet,ColdCrystalWoodCabinet,,,chest,,4,4,,,,1,1,1,0,0,2,,,,,25,15,1,0,,0,,150022,10000,0,0,150022,10000,,,3,1,0,,1,ice_group_cabinet,ice_group_cabinet,blocks.wood,blocks.wood,blocks.wood,150022,1,1,,ffebef,,,,,4,,1,15,15,,1,,,10,,
150023,冰原方木窗,BrassSquareWoodWindows,BrassSquareWoodWindows,,,xparentwindows,,4,4,,,,1,1,1,1,3,2,,,,,24,12,1,1,20,1,,150023,10000,0,0,150023,10000,,,0,1,0,,1,ice_window,ice_window,blocks.wood,blockd.wood,blockd.wood,150023,1,1,,c1a661,,,,,4,,0,15,15,,1,,,10,,
150025,绒毛地毯,Pile carpet,Pile carpet,,,blanket,2,4,4,,1,,1,1,1,0,0,0,,,,,5,1,1,8,60,0,,150025,10000,0,0,150025,10000,,,1,1,0,,1,ice_blanket,ice_blanket,blocks.cloth,blockd.cloth,blockd.cloth,150025,0,1,,FAFFF0,,,,,,600,0,15,15,,1,,,,3,
150026,雪人灯,SnowmanChandelier,SnowmanChandelier,,,snowmanlight,,,,,,,1,1,1,0,0,2,,,,,25,5,1,0,,0,,150027,10000,0,0,150027,10000,,,0,1,0,,1,ice_snowman_lamp,ice_snowman_lamp,blockd.snow,blockd.snow,blockd.snow,150027,1,1,,ffebef,,,,,,,,15,0,,1,,,1,3,
150027,雪人灯,SnowmanChandelier,SnowmanChandelier,,,snowmanlight,,4,4,,,,1,1,1,0,0,2,,,,,25,5,1,0,,0,,150027,10000,0,0,150027,10000,,,0,1,8,,1,ice_snowman_lamp,ice_snowman_lamp,blockd.snow,blockd.snow,blockd.snow,150027,1,1,,ffebef,,,,,,,,15,0,,1,,,1,3,
150028,企鹅窝,penguinnest,penguinnest,,,penguinNest,,,,,,,1,0,0,0,0,0,,,,,0,0,1,0,,0,,1019,10000,0,0,1019,10000,,,1,1,0,,1,penguinnest,penguinnest,blocks.cloth,blockd.cloth,,1019,0,1,,00fa9a,,,,,,,0,15,15,,1,,,,2,
150029,融合台,,,,,fusioncage,,5,,,,1,1,1,1,2,0,2,,,,,50,20,1,0,,0,,150029,10000,0,0,150029,10000,,,2,1,0,,1,fusion_cage,fusion_cage,blocks.stone,blockd.stone,,150029,2,2,,77abae,,,,,4,,1,,15,,1,,,10,,
150043,冰原窗帘,IceCrystalCurtains,IceCrystalCurtains,,,curtain,,4,4,,,,1,0,1,1,3,0,,,,,0,0,1,1,20,1,,150043,10000,0,0,150043,10000,,,0,1,0,,1,ice_curtain,ice_curtain,blocks.cloth,blockd.cloth,blockd.cloth,150043,1,1,,8a9fa4,,,,,4,,0,15,15,,1,,,1,,
150044,野生农夫旗帜,,,,,villagerflagice,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150044,10000,0,0,150044,10000,,,1,1,0,,2,farmerflag_wild,,blocks.wood,blockd.wood,,150044,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
150045,野生守卫旗帜,,,,,villagerflagice,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,150045,10000,0,0,150045,10000,,,1,1,0,,2,guardflag_wild,,blocks.wood,blockd.wood,,150045,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
150046,冻结装置,,,,,stretchforzen,,5,,,,1,1,1,3,0,0,1,,,,,50,12,1,0,,0,,150046,10000,0,0,150046,10000,,,2,1,0,,1,freezemachine,freezemachine,blocks.stone,blockd.stone,,150046,2,1,,939188,,,,,1,,0,15,15,,1,,,10,3,
150047,粗落叶松树枝,ThickLarchTreeBranch,ThickLarchTreeBranch,,,branch,,1,1,,,1,1,1,1,0,0,0,,,,,35,0.4,1,15,60,15,,11323,10000,0,0,11323,10000,,,2,1,0,,1,log_cathaya,branchthick,blocks.wood,blockd.wood,,334,1,1,,614b2c,,,,,4,,1,15,15,,1,,,1,,
150048,细落叶松树枝,FineLarchTreeBranch,FineLarchTreeBranch,,,branch,,1,1,,,1,1,1,1,0,0,0,,,,,35,0.4,1,15,60,15,,11323,7500,0,0,11323,7500,,,2,1,0,,1,log_cathaya,branchthin,blocks.wood,blockd.wood,,335,1,1,,614b2c,,,,,4,,1,15,15,,1,,,1,,
160000,160000-160999为多边形整砖方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
160001,软雪块,,,,,basic,,4,4,,,,1,0,1,0,0,2,,,,1,3,1.5,1,0,,0,,160001,10000,0,0,160001,10000,,,1,15,0,,1,snow,,blocks.snow,blockd.snow,,160001,3,1,,d4f4f5,,,,,,,0,15,15,,6,,,,,
160002,永冻冰块,,,,,basic,,4,4,,,,1,1,1,0,0,2,,,,1,40,5,1.6,0,,0,,160002,10000,0,0,160002,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,160002,2,1,,5bc0ee,,,,,,,1,15,15,-3,1,,,1,,
161000,161000-161999为多边形1/4薄砖方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
161001,厚雪薄板,,,,,slab,,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,161001,10000,0,0,161001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,161001,3,1,,d4f4f5,,,,,,,2,15,15,,1,,,,,
161002,自然冰薄板,,,,,crackslab,,4,4,,,,1,1,3,0,0,2,,,,,2,5,1.6,0,,0,,161002,10000,0,0,161002,10000,,,2,15,0,,1,ice,,blocks.stone,blockd.stone,,161002,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,
161003,永冻冰薄板,,,,,slab,,4,4,,,,1,1,3,0,0,2,,,,,10,5,1.6,0,,0,,161003,10000,0,0,161003,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,161003,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,
162000,162000-162999为多边形1/4竖薄砖方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
162001,软雪竖薄板,,,,,varyverticalslab,,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,162001,10000,0,0,162001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,162001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
162002,厚雪竖薄板,,,,,varyverticalslab,,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,162002,10000,0,0,162002,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,162002,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
162003,自然冰竖薄板,,,,,varyverticalslab,,4,4,,,,1,1,3,0,0,2,,,,,2,5,1.6,0,,0,,162003,10000,0,0,162003,10000,,,2,15,0,,1,ice,,blocks.stone,blockd.stone,,162003,2,1,,5bc0ee,,,,,,,0,15,15,,1,,,1,,
162004,永冻冰竖薄板,,,,,varyverticalslab,,4,4,,,,1,1,3,0,0,2,,,,,10,5,1.6,0,,0,,162004,10000,0,0,162004,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,162004,2,1,,5bc0ee,,,,,,,0,15,15,,1,,,1,,
163000,163000-163999为多边形1/2斜板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
163001,软雪斜板,,,,,trianglewholeslab,,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,163001,10000,0,0,163001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,163001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
163002,厚雪斜板,,,,,trianglewholeslab,,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,163002,10000,0,0,163002,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,163002,3,1,,d4f4f5,,,,,,,6,15,15,,1,,,,,
163003,自然冰斜板,,,,,trianglewholeslab,,4,4,,,,1,1,3,0,0,2,,,,,5,5,1.6,0,,0,,163003,10000,0,0,163003,10000,,,2,15,0,,1,ice,,blocks.stone,blockd.stone,,163003,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,
163004,永冻冰斜板,,,,,trianglewholeslab,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1.6,0,,0,,163004,10000,0,0,163004,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,163004,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,
164000,164000-164999为多边形1/2竖板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
164001,软雪竖板,,,,,verticalslab,,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,164001,10000,0,0,164001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,164001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
164002,厚雪竖板,,,,,verticalslab,,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,164002,10000,0,0,164002,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,164002,3,1,,d4f4f5,,,,,,,2,15,15,,1,,,,,
164003,自然冰竖板,,,,,verticalslab,,4,4,,,,1,1,3,0,0,2,,,,,5,5,1.6,0,,0,,164003,10000,0,0,164003,10000,,,2,15,0,,1,ice,,blocks.stone,blockd.stone,,164003,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,
164004,永冻冰竖板,,,,,verticalslab,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1.6,0,,0,,164004,10000,0,0,164004,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,164004,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,
165000,165000-165999为多边形薄斜板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
165001,软雪薄斜板,,,,,horizontaltrianglehalfslab,,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,165001,10000,0,0,165001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,165001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
165002,厚雪薄斜板,,,,,horizontaltrianglehalfslab,,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,165002,10000,0,0,165002,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,165002,3,1,,d4f4f5,,,,,,,6,15,15,,1,,,,,
165003,自然冰薄斜板,,,,,horizontaltrianglehalfslab,,4,4,,,,1,1,3,0,0,2,,,,,10,5,1.6,0,,0,,165003,10000,0,0,165003,10000,,,2,15,0,,1,ice,,blocks.stone,blockd.stone,,165003,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,
165004,永冻冰薄斜板,,,,,horizontaltrianglehalfslab,,4,4,,,,1,1,3,0,0,2,,,,,10,5,1.6,0,,0,,165004,10000,0,0,165004,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,165004,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,
166000,166000-166999为多边形大薄斜板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
166001,软雪大薄斜板,,,,,horizontaltriangleslab,,,,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,165001,10000,0,0,165001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,165001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
166002,厚雪大薄斜板,,,,,horizontaltriangleslab,,,,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,165002,10000,0,0,165002,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,165002,3,1,,d4f4f5,,,,,,,6,15,15,,1,,,,,
166003,自然冰大薄斜板,,,,,horizontaltriangleslab,,,,,,,1,1,3,0,0,2,,,,,7.5,5,1.6,0,,0,,165003,10000,0,0,165003,10000,,,2,15,0,,1,ice,,blocks.stone,blockd.stone,,165003,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,
166004,永冻冰大薄斜板,,,,,horizontaltriangleslab,,,,,,,1,1,3,0,0,2,,,,,30,5,1.6,0,,0,,165004,10000,0,0,165004,10000,,,2,15,0,,1,eternal_ice,,blocks.stone,blockd.stone,,165004,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,
167000,167000-167999为多边形竖薄斜板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
167001,软雪竖薄斜板,,,,,verticaltrianglehalfslab,,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,167001,10000,0,0,167001,10000,,,2,15,0,,1,snow,,blocks.snow,blockd.snow,,167001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,
