ID,名字,描述,获得方式
82099,Klinge zum Öffnen von Bambuskristallblättern,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82100,Grüne Bambus-Palastsichel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82101,Fledermaus-Kaiser-Schaufel mit Knochengriff,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82102,Blutkreuz-Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82103,Saprophytisches Schwert mit Fledermausflügeln,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82104,Rosa Bärenschleife Zijian,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82105,Gefrorene Minzaxt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82106,Zuckerstangen-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82107,Lebkuchen Stern Herz Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82108,Ding ding ding weihnachtsbaumschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82109,Clockwork Candy Submachine Gun,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82110,Elch-Sichtung Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82111,Fire Rabbit Senden Sie Fu Submachine Gun,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82112,Feuerkraft Kaninchen Spitzhacke,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82113,Feuerwerkskörper Willkommen Frühling Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82114,Goldenes Kaninchen Welle Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82115,Feuerwerk Tutu Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82116,Axt mit goldener Rettichklinge,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82117,Diamantknospe fliegende Blume Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82118,Knödelbohrer mit rosa Kern,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82119,Zikadenflügel dünner Blattdolch,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82120,Feuerwerkskörper-Revolver für das neue Jahr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82121,Mengli Shengge Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82122,Golden Ace Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82123,Dampf-Gold-Rush-Bits,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82124,Emotionale Macht Uhrwerk Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82125,Feenwind um den goldenen Hammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82126,Cuigu Xiaori Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82127,Lingyue Hongying Messer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82128,Mondsichel Fließende Wolke Axt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82129,Yogu Yunlang Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82130,Yuntao Heiliges Reich Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82131,Qiantuan Xirui Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82132,Cowboy Sheriff Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82133,Lila Sonnenblumen-Mondmesser,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82134,Blaster-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82135,Version ist zu niedrig,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82136,Version ist zu niedrig,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82137,Version ist zu niedrig,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82138,Version ist zu niedrig,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82139,Version ist zu niedrig,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82140,Luguang Gezeitenschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82141,Canghai Yuezhu Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82142,Makrelen-Tränen Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82143,Sichel der Fledermaus,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82144,Sternzerbrechende Axt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82145,Lianhua Agni Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82146,Lianhua Sturmschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82147,Kürbisgras grüne Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82148,Niedlicher Hammer,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82149,Akabane Maschinengewehr,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82150,Roter Ärmel- Messer,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82151,Blumenduft-Schaufel,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82152,Blauer Revolver,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82153,Eis-Schwert,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82154,Lila Pistole,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82155,Blauer Traumhammer,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82156,Citrin Maschinengewehr,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82157,Planet Zepter,"Dauerhaft Waffenskin freischalten. Bei bereits dauerhafter Freischaltung, erhalte Mini-Bohnen.",
82158,Flüchtiges Schuppenschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82159,Flüchtiger Sanduhrhammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82160,Flüchtige Zeit schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82161,Guyun Bürstenschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82162,Pinsel alter Hammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82163,Guyun Scroll Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82164,Reserve,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82165,Dumengjian,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82166,Mondbrokat Axt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82167,Scharlachroter Hammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82168,Weihnachts-Zuckerstangenschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82169,Weihnachtshandschuh Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82170,Weihnachten Elch Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Kostüm dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82171,Azure Sniper,"Nutze es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini Beans.",
82172,Schattenklinge,"Verwende es, um diese Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82173,Delikates Schaufel.,"Benutze es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82174,Rotes Flammen-Drachen-Schweres Maschinengewehr,"Verwenden Sie es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82175,Roter Drachen Abgrund Scharfschützengewehr.,"Verwende es, um diese Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82176,Xuanyuan-Drachentötungsschwert,"Benutzen Sie es, um diese Waffen-Haut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhalten Sie Mini-Bohnen.",
82177,Gigantische Drachen Rote Flammenaxt,"Verwende es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82178,Spirit Flame-Scharfschützengewehr,"Verwende es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82179,Sternenmatrix-Revolver,"Verwende es, um diese Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82180,Void-Axt,"Verwenden Sie es, um diesen Waffenskin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82181,Goldener Koi-Revolver,"Verwenden Sie es, um dieses Waffenskin dauerhaft zu entsperren. Wenn das Skin dauerhaft entsperrt wurde, erhalten Sie einige Mini-Bohnen.",
82182,Duo-Koi Exploded Heavy Machine Gun.,"Benutze es, um diesen Waffenskin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
82183,Goldener Koi Mund Scharfschützengewehr,"Verwenden Sie es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft entsperrt wurde, erhalten Sie einige Mini-Bohnen.",
82184,Goldene Koi Reunion Axt,"Verwende es, um diese Waffenhaut dauerhaft freizuschalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini Beans.",
82185,Koi-Gurken-Hammer.,"Verwenden Sie es, um dieses Waffenskin dauerhaft freizuschalten. Wenn das Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82186,Koi-Flossen-Schwert,"Benutzen Sie es, um diese Waffenabdeckung dauerhaft freizuschalten. Wenn die Abdeckung dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82187,,,
82188,,,
82189,,,
82190,,,
82191,,,
82192,,,
82193,Gezeitenklinge (3 Tage),"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82194,Wellenschaufel,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82195,Tide Roar Scharfschützengewehr,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82196,Tide Fury Maschinengewehr,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82197,Drachenjagdaxt,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82198,Haijagdkanone,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82199,Stahlflossen-Scharfschütze,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82200,Hai-Schattenklinge,"Benutzen Sie es, um diesen Waffen-Skin dauerhaft freizuschalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
82201,,,
82202,,,
82203,,,
82204,,,
82205,,,
82206,,,
82207,,,
82208,,,
82209,,,
82210,,,
82211,,,
82212,,,
82213,,,
82214,,,
82215,,,
82216,,,
82217,,,
82218,,,
82219,Zahnpasta-Pistole P/S,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82220,Zahnbürste P/S Axt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
84000,82001-84000 Reserviert für permanente Waffenhäute,82001-84000 Reserviert für permanente Waffenhäute,
84001,Drachenkopf-Scharfschützengewehr - Fragment,Weapon Skin - Dragon Head Sniper Rifle freischalten. Schau es dir in #cfa7a0f Store an - Weapon #n. Holen Sie es sich: Geschenkpaket Gewinnspiele,
84002,Schweres Maschinengewehr Lion - Fragment,Weapon Skin freischalten - Lion Beast Heavy Machine Gun. Schau es dir in #cfa7a0f Store an - Weapon #n. Holen Sie es sich: Geschenkpaket Gewinnspiel,
84003,Niedlicher Tiger Revolver - Fragmente,Weapon Skin freischalten - Niedlicher Tiger Revolver. Schau es dir in #cfa7a0f Store an - Weapon #n. Holen Sie es sich: Geschenkpaket Gewinnspiele,
86000,84001-86000 Reserviert für Waffenhautfragmente,82001-84000 Reserviert für permanente Waffenhäute,
86001,Krone des Ausschlusses,Mitglied exklusive Luftpolsterbox,
86002,Grün,Mitgliederaktivitäten erhalten,
86003,,,
86004,,,
86005,,,
86006,,,
86007,,,
86008,,,
86009,,,
86010,,,
86011,,,
88000,86001-88000 Reserviert für Dauerblasen,86001-88000 Reserviert für Dauerblasen,
88001,Krone des Privilegs (3 Tage),Mitglied exklusive Luftpolsterbox,
88002,grün (3 Tage),Mitgliederaktivitäten erhalten,
88003,,,
88004,,,
88005,,,
88006,,,
88007,,,
88008,,,
88009,,,
88010,,,
88011,,,
90000,88001-90000 Reserviert für zeitlich begrenzte Blasen,88001-90000 Reserviert für zeitlich begrenzte Blasen,
90001,,,
90002,,,
90003,,,
90004,,,
90005,,,
90006,,,
90007,,,
90008,,,
90009,,,
90010,,,
90011,,,
90012,,,
90013,,,
92000,,,
92001,,,
92002,,,
92003,,,
92004,,,
92005,,,
92006,,,
92007,,,
92008,,,
92009,,,
92010,,,
92011,,,
92012,,,
92013,,,
94000,,,
95001,,,
95002,,,
96000,,,
96001,,,
96002,,,
97000,,,
97001,,,
97002,,,
97003,,,
97004,,,
97005,,,
97006,,,
97007,,,
97008,,,
97009,,,
97010,,,
97011,,,
97012,,,
97013,,,
97014,,,
97015,,,
97016,,,
97017,,,
97018,,,
97019,,,
97020,,,
97021,,,
97022,,,
97023,,,
97024,,,
97025,,,
97026,,,
97027,,,
97028,,,
97029,,,
97500,,,
97501,,,
97502,,,
97503,,,
97504,,,
97505,,,
97506,Wunschball,Für Magic Forge-Aktivitäten kann das Level der Schatzkiste aktiviert oder geschmiedet werden,
97507,Star Wish Münze,"Für die Veranstaltung [Magic Forging Table] kann sie gegen Geschenke für seltene Ereignisse eingetauscht werden (dieser Artikel verfällt nach der Veranstaltung, bitte verwenden Sie ihn rechtzeitig)",
97508,Wunschball,Für Magic Forge-Aktivitäten kann das Level der Schatzkiste aktiviert oder geschmiedet werden,
97599,97501-97599 Reserviert für Event-Requisiten,,
97601,20 Mini-Münzen-Gutschein,20 Mini-Münzen können beim Kauf der Haut abgezogen werden (nur für den Direktverkauf im Einkaufszentrum),
97602,Feuerwerk 50 Mini-Münze Kredit Coupon,"Beim Kauf der Haut können 50 Mini-Münzen abgezogen werden, die nur für den Kauf von Feuerwerkskörpern verwendet werden können (nur für den Direktverkauf im Einkaufszentrum)",
97603,Fußball-Kapitän 50 Mini-Münze Kredit Coupon,"Beim Kauf der Haut können 50 Mini-Münzen abgezogen werden, die nur beim Kauf des Fußballkapitäns verwendet werden können (nur für den Direktverkauf im Einkaufszentrum)",
97604,Misra 50 Mini-Münze Kredit Coupon,"Beim Kauf der Haut können 50 Mini-Münzen abgezogen werden, die nur für den Kauf von Misra verwendet werden können (nur für den Direktverkauf im Einkaufszentrum)",
97605,10% Rabatt auf den Gutschein für die Haut,10% Rabatt beim Kauf von Haut (nur für den Direktverkauf im Einkaufszentrum),
97606,20% Rabatt auf den Coupon für die Haut,20% Rabatt beim Kauf von Fellen (nur für den Direktverkauf im Einkaufszentrum),
