ID,名字,描述,获得方式
540014,Kapak Tembaga + Tempuling Ikan Syaitan,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540015,Kapak Batu + Kapak Batu,Alat penebangan dwipegang untuk menebang pokok dengan lebih cepat.,Gunakan @item_150029##n untuk mendapatkan
540016,Kapak Batu + Batang Kayu,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540017,Kapak Batu + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540018,Kapak Batu + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540019,Kapak Batu + Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, menghalau makhluk berdekatan dan memberikan kerosakan yang besar. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540020,Kapak Batu + Pedang Batu,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540021,Kapak Batu + Pedang Pendek,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540022,Kapak Batu + Penuai,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540023,Kapak Batu + Pedang Tenaga,"#c0aba1d Selepas caj#n, boleh bergerak ke hadapan serta-merta untuk jarak tertentu, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540024,Kapak Batu+ Lembing Batu,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540025,Kapak Batu+ Lembing Tembaga,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540026,Kapak Batu + Lembing Tenaga,"#c0aba1dCaj#n dan kemudian lemparkannya untuk menembusi berbilang musuh. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540027,Kapak Batu+ Tempuling Ikan Syaitan,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540028,Kapak Mithril + Kapak Tembaga,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540029,Kapak Mithril + Kapak Batu,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540030,Kapak Mithril + Kapak Mithril,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540031,Kapak Mithril + Batang Kayu,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540032,Kapak Mithril + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540033,Kapak Mithril + Batang Beku,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540034,Kapak Mithril + Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, menghalau makhluk berdekatan dan memberikan kerosakan yang besar. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540035,Kapak Mithril + Pedang Batu,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540036,Kapak Mithril + Pedang Pendek,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540037,Kapak Mithril + Penuai,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540038,Kapak Mithril + Pedang Tenaga,"#c0aba1d Selepas caj#n, boleh bergerak ke hadapan serta-merta untuk jarak tertentu, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540039,Kapak Mithril + Lembing Batu,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540040,Kapak Mithril + Lembing Tembaga,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540041,Kapak Mithril+ Lembing Tenaga,"#c0aba1dCaj#n dan kemudian lemparkannya untuk menembusi berbilang musuh. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540042,Kapak Mithril + Tempuling Ikan Syaitan,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540043,Kapak Titanium + Kapak Tembaga,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540044,Kapak Titanium + Kapak Batu,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540045,Kapak Titanium + Kapak Mithril,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540046,Kapak Titanium + Kapak Titanium,"Dwiguna alat pemotong kayu, selepas #c0aba1dcaj#n, guna pada pokok untuk menebang seluruh pokok.",Gunakan @item_150029##n untuk mendapatkan
540047,Kapak Titanium + Batang Kayu,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540048,Kapak Titanium + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540049,Kapak Titanium + Batang Beku,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540050,Kapak Titanium+ Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, menghalau makhluk berdekatan dan memberikan kerosakan yang besar. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540051,Kapak Titanium + Pedang Batu,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540052,Kapak Titanium + Pedang Pendek,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540053,Kapak Titanium + Penuai,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540054,Kapak Titanium + Pedang Tenaga,"#c0aba1d Selepas caj#n, boleh bergerak ke hadapan serta-merta untuk jarak tertentu, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540055,Kapak Titanium + Lembing Batu,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540056,Kapak Titanium + Lembing Tembaga,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540057,Kapak Titanium + Lembing Tenaga,"#c0aba1dCaj#n dan kemudian lemparkannya untuk menembusi berbilang musuh. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540058,Kapak Titanium + Tempuling Ikan Syaitan,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540059,Rantai Gergaji + Kapak Tembaga,"Alat pembalakan dwipegang, #c0aba1d tekan dan tahan kekunci caj#n untuk memasuki keadaan pemusnahan kapak, terus memusnahkan #c0aba1d keseluruhan #n pokok yang bersentuhan sehingga caj dilepaskan",Gunakan @item_150029##n untuk mendapatkan
540060,Rantai Gergaji + Kapak Batu,"Alat pembalakan dwipegang, #c0aba1d tekan dan tahan kekunci caj#n untuk memasuki keadaan pemusnahan kapak, terus memusnahkan #c0aba1d keseluruhan #n pokok yang bersentuhan sehingga caj dilepaskan",Gunakan @item_150029##n untuk mendapatkan
540061,Rantai Gergaji + Kapak Mithril,"Alat pembalakan dwipegang, #c0aba1d tekan dan tahan kekunci caj#n untuk memasuki keadaan pemusnahan kapak, terus memusnahkan #c0aba1d keseluruhan #n pokok yang bersentuhan sehingga caj dilepaskan",Gunakan @item_150029##n untuk mendapatkan
540062,Rantai Gergaji + Kapak Titanium,"Alat pembalakan dwipegang, #c0aba1d tekan dan tahan kekunci caj#n untuk memasuki keadaan pemusnahan kapak, terus memusnahkan #c0aba1d keseluruhan #n pokok yang bersentuhan sehingga caj dilepaskan",Gunakan @item_150029##n untuk mendapatkan
540063,Rantai Gergaji + Rantai Gergaji,"Alat pembalakan dwipegang, #c0aba1d tekan dan tahan kekunci caj#n untuk memasuki keadaan pemusnahan kapak, terus memusnahkan #c0aba1d keseluruhan #n pokok yang bersentuhan sehingga caj dilepaskan",Gunakan @item_150029##n untuk mendapatkan
540064,Rantai Gergaji + Batang Kayu,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540065,Rantai Gergaji + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540066,Rantai Gergaji + Batang Beku,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540067,Rantai Gergaji + Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, menghalau makhluk berdekatan dan memberikan kerosakan yang besar. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540068,Rantai Gergaji + Pedang Batu,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540069,Rantai Gergaji + Pedang Pendek,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540070,Rantai Gergaji + Penuai,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540071,Rantai Gergaji + Pedang Tenaga,"#c0aba1d Selepas caj#n, boleh bergerak ke hadapan serta-merta untuk jarak tertentu, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540072,Rantai Gergaji + Lembing Batu,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540073,Rantai Gergaji + Lembing Tembaga,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540074,Rantai Gergaji + Lembing Tenaga,"#c0aba1dCaj#n dan kemudian lemparkannya untuk menembusi berbilang musuh. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540075,Rantai Gergaji + Tempuling Ikan Syaitan,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540076,Beliung Tembaga + Beliung Tembaga,Alat perlombongan dwiguna untuk melombong bijih dengan lebih cepat.,Gunakan @item_150029##n untuk mendapatkan
540077,Beliung Tembaga + Beliung Batu,Alat perlombongan dwiguna untuk melombong bijih dengan lebih cepat.,Gunakan @item_150029##n untuk mendapatkan
540078,Beliung Tembaga + Batang Kayu,"#c0aba1d Caj#n untuk membuatkan makhluk di hadapan anda terpegun. Jika terkena bongkah batu, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540079,Beliung Tembaga + Tukul Chikuchiku Bangbang,"#c0aba1dCaj#n untuk membuatkan makhluk di hadapan anda terpegun Jika terkena bongkah batu, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540080,Beliung Tembaga + Batang Beku,"#c0aba1dCaj#n untuk membuatkan makhluk di hadapan anda terpegun Jika terkena bongkah batu, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540081,Beliung Tembaga + Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, mengetuk makhluk berdekatan dan memberikan kerosakan besar. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540082,Beliung Tembaga + Pedang Batu,"#c0aba1d Caj#n untuk melakukan serangan tetak yang merosakkan makhluk berdekatan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540083,Beliung Tembaga + Pedang Pendek,"#c0aba1d Caj#n untuk melakukan serangan tetak yang merosakkan makhluk berdekatan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540084,Beliung Tembaga + Penuai,"#c0aba1d Caj#n untuk melakukan serangan tetak yang merosakkan makhluk berdekatan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540085,Beliung Tembaga + Pedang Tenaga,"#c0aba1d Caj#n untuk bergerak ke hadapan serta-merta untuk jarak tertentu untuk jarak tertentu, merosakkan musuh apabila bersentuhan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540086,Beliung Tembaga + Lembing Batu,"#c0aba1d Caj#n untuk melemparkannya. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540087,Beliung Tembaga + Lembing Tembaga,"#c0aba1d Caj#n untuk melemparkannya. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540088,Beliung Tembaga + Lembing Tenaga,"#c0aba1d Caj#n dan kemudian lemparkannya untuk menembusi berbilang musuh. Jika terkena batu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540089,Beliung Tembaga + Tempuling Ikan Syaitan,"#c0aba1d Caj#n untuk melemparkannya. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540090,Beliung Batu + Beliung Batu,Alat perlombongan dwiguna untuk melombong bijih dengan lebih cepat.,Gunakan @item_150029##n untuk mendapatkan
540091,Beliung Batu + Batang Kayu,"#c0aba1d Caj#n untuk membuatkan makhluk di hadapan anda terpegun Jika terkena bongkah batu, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540092,Beliung Batu + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk membuatkan makhluk di hadapan anda terpegun Jika terkena bongkah batu, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540093,Beliung Batu + Batang Beku,"#c0aba1d Caj#n untuk membuatkan makhluk di hadapan anda terpegun Jika terkena bongkah batu, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540094,Beliung Batu + Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, mengetuk makhluk berdekatan dan memberikan kerosakan besar. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540095,Beliung Batu + Pedang Batu,"#c0aba1d Caj#n untuk melakukan serangan tetak yang merosakkan makhluk berdekatan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540096,Beliung Batu + Pedang Pendek,"#c0aba1d Caj#n untuk melakukan serangan tetak yang merosakkan makhluk berdekatan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540097,Beliung Batu + Penuai,"#c0aba1d Caj#n untuk melakukan serangan tetak yang merosakkan makhluk berdekatan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540098,Beliung Batu + Pedang Tenaga,"#c0aba1d Cas#n untuk bergerak ke hadapan serta-merta untuk jarak tertentu untuk jarak tertentu dan merosakkan musuh apabila bersentuhan. Jika bongkah batu dipukul, ia akan dihancurkan.",Gunakan @item_150029##n untuk mendapatkan
540099,Beliung Batu + Lembing Batu,"#c0aba1d Cas#n untuk melemparkannya. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540100,Beliung Batu + Lembing Tembaga,"#c0aba1d Cas#n untuk melemparkannya. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540101,Beliung Batu + Lembing Tenaga,"#c0aba1d Cas#n untuk membalingnya ke arah musuh, membenarkannya menembusi berbilang sasaran. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540102,Beliung Batu + Tempuling Ikan Syaitan,"#c0aba1d Cas#n untuk melemparkannya. Jika bongkah batu dipukul, ia akan dihancurkan.#r Angkat semula untuk kegunaan berulang.",Gunakan @item_150029##n untuk mendapatkan
540103,Beliung Mithril + Beliung Tembaga,"Alat perlombongan yang direka bentuk untuk digunakan dengan kedua-dua tangan. #c0aba1d Tekan dan tahan Butang Caj#n untuk mengaktifkan mod Pemusnahan Pickaxe, membolehkannya memecahkan Blok Batu secara berterusan dalam julat #c0aba1d 1*3*1#n yang disertakan sentuh dengan sehingga butang dilepaskan.",Gunakan @item_150029##n untuk mendapatkan
540104,Beliung Mithril + Beliung Batu,"Alat perlombongan yang direka bentuk untuk digunakan dengan kedua-dua tangan. #c0aba1d Tekan dan tahan Butang Caj#n untuk mengaktifkan mod Pemusnahan Pickaxe, membolehkannya memecahkan Blok Batu secara berterusan dalam julat #c0aba1d 1*3*1#n yang disertakan sentuh dengan sehingga butang dilepaskan.",Gunakan @item_150029##n untuk mendapatkan
