皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移
365,瑰色,140363,,500,3,140363_2,1,140363_3,140363_1,,,,,,,,,-1,2,,999,"暗夜之国的公主,周身总围绕着血液般鲜红的花瓣,玫瑰的汁液染红了她裙摆,她在月色中伴着花香忘情的起舞,拥有永生的神秘力量。",2,,,,,999,skin365,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着玫瑰花！,,,,,,,,,,,,,dtxx_beijingtu131,,0,,,,,,180,,,,,,27247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,瓦伦汀,140364,,501,3,140364_2,1,140364_3,140364_1,,,,,,,,,-1,2,,999,常年被恶魔操控心智的屠龙少年，为避免伤及无辜始终过着远离人烟、独来独往的生活。每当嗅到鲜血，他便无法控制体内的魔气，恢复神志后的他总懊恼至极，但伴随着成长逐渐战胜心魔，屠龙少年终成龙。,2,解锁道具可由活动获得,,,,999,skin366,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着羽毛！,,,,,,,,,,,,,dtxx_beijingtu130,,0,,,,,1.6,180,,,,,,27248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,高比,140362,,502,3,140362_2,1,140362_3,140362_1,,,,,,,,,-1,2,,999,"一封神秘的心愿卡片,呼唤魔术师高比探索一个未知的神奇。为了能够进入那片浪漫神秘的新世界,高比开始了星辰大海的旅程。",2,,,,,999,skin367,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,,,0,,,,,1.6,180,,,,,,27249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,床单超人 小米,140343,,503,3,140343_2,1,140343_3,140343_1,,,,,,,,,-1,2,,999,穿上最爱的超级英雄制服，床单暂时充当帅气披风，惩恶扬善的床单超人小米即刻出动！,2,,,,,999,skin368,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,赤霄戎装 花木兰,140340,,504,3,140340_2,1,140340_3,140340_1,,,,,,,,,-1,2,,999,"银戈铁马，战鼓争鸣，马嘶人沸，刀光剑影。
在血肉横飞的战场上我从未害怕，只因我背负着家国，只在无数个深夜，孤独和思念才会随着泪珠从眼角滴落。",2,,,,,999,skin369,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,#cda5b0a变装：可切换闺中形态，点击左侧按钮预览。#n,4,soundplay,#cda5b0a专属语音：地图内会播放专属语音，点击左侧按钮可试听！#n,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,dtxx_beijingtu133,,0,,,,,,180,,,,,,27251,,,2_370,,370,1,8,ent.369.show,45,4,,,,,,,,,,,,,,,,,,,,,,
370,月锦渡梦 花木兰,140339,,505,3,140339_2,1,140339_3,140339_1,,,,,,,,,-1,2,,999,谁说女儿不如郎？花家的女儿，自然是巾帼不让须眉！坚韧的女子也许会走上比寻常女子更为艰辛的道路，但为了家国，一切都很值得,2,,,,,999,skin370,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,#cda5b0a变装：可切换军中形态，点击左侧按钮预览。#n,4,soundplay,#cda5b0a专属语音：地图内会播放专属语音，点击左侧按钮可试听！#n,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,dtxx_beijingtu132,,0,,,,,,180,,,,,,27252,,,2_369,,369,,8,ent.370.show,45,4,,,,,,,,,,,,,,,,,,,,,,
371,简小麦,140367,,506,3,140367_2,1,140367_3,140367_1,,,,,,,,,-1,2,,999,"甜点星球见习魔法师.比较擅长制作的碱水系面包，同时也是汉服爱好者,目前用咒语制作的食物品质还不稳定，时常会有意料之外的惊喜。",2,解锁道具可由活动获得,,,,999,skin371,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着碱水结！,,,,,,,,,,,,,dtxx_beijingtu134,,0,,,,,,180,,,,,,27253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,5,8",
372,布拉斯特,140366,,507,3,140366_2,1,140366_3,140366_1,,,,,,,,,-1,2,,999,"百发百中击球手!
看好咯，这颗球你肯定喜欢!",2,,,,,999,skin372,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着火焰！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,莎拉琳娜,140365,,508,3,140365_2,1,140365_3,140365_1,,,,,,,,,-1,2,,999,"弹无虚发投球手!
接好咯，这是我送你的礼物!",2,,,,,999,skin373,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：头上会迸发出火花！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,甜心宝宝女孩,140368,,509,3,140368_2,1,140368_3,140368_1,,,,,,,,,-1,2,,999,甜心宝宝是珍奇的妹妹，总是帮姐姐的忙不过十有八九都会搞砸，可爱军团的创始成员，平时与苹果丽丽及醒目露露一起寻找自己的天赋，但她最大的心愿是能与姐姐一起快乐生活。,2,,,,,999,skin374,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着音符！,,,,,,,,,,,,,dtxx_beijingtu11,,0,,,,icon_54,,180,,,,,,27256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,醒目露露女孩,140369,,510,3,140369_2,1,140369_3,140369_1,,,,,,,,,-1,2,,999,相比感性的故事，醒目露露更希望听到充满冒险的故事，她总是充满活力而又有些男孩子气。尽管她的飞行技能非常有限，她却能娴熟地使用自己的翅膀来帮助她推进飞板以及做出一系列高难度动作。,2,,,,,999,skin375,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着光点！,,,,,,,,,,,,,dtxx_beijingtu11,,0,,,,icon_54,,180,,,,,,27257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,版本过低,,,511,3,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin376,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,版本过低,,,511,3,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin376,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,珊竺,140376,,513,3,140376_2,1,140376_3,140376_1,,,,,,,,,-1,2,,999,"圆滚滚，胖嘟嘟
紫红外衣雪白果肉，
酸甜交织沁入心扉，
这是大自然散发的清香。",2,,,,,999,skin378,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着山竹花！,,,,,,,,,,,,,dtxx_beijingtu137,,0,,,,,,180,,,,,,27260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,喵萌厨,140385,,514,3,140385_2,1,140385_3,140385_1,,,,,,,,,-1,2,,999,出身厨界名门的喵萌大厨只要现身就会让吃货们狂欢，他的名言是“所有鱼都在我手中，都能做成为美味的料理。”,2,,,,,999,skin379,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下猫咪脚印。,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,极兽特工 楠妮,140380,,515,3,140380_2,1,140380_3,140380_1,,,,,,,,,-1,2,,999,出身山羊一族的医疗队精英，她的科技板能查看到一切需要治疗的特工，当出现异常情况就会即刻前往，通过喷射恢复溶液进行治疗。,2,,,,,999,skin380,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着治愈能量！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,森罗,140383,,516,3,140383_2,1,140383_3,140383_1,,,,,,,,,-1,2,,999,神秘的虚空使者，浩瀚无垠的宇宙有他的信仰，为此，他宁愿把自己献祭给黑暗。那荒芜的星球是他孤独的囚牢，却关不住他对世界的窥探。不要试图抓住他，因为你看到的，永远只是他的幻影。,2,,,,,999,skin381,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着虚空能量！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,冰雪公主·爱琳娜,140386,,517,3,140386_2,1,140386_3,140386_1,,,,,,,,,-1,2,,999,爱琳娜，冰雪森森的公主，性格开放温和，备受森林小精灵爱戴。她是森林中的灵魂，散发着温暖与包容，成为人们心中的引领者。,2,,,,,999,skin382,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身环绕着纯白的雪花！,,genius,特性：冰雪公主不受任何冰冻影响！,,headicon,头像框：获得后自动解锁动态头像框。,,footprint,行走足迹：走过的地方留下七彩雪花足迹。,,,,hw_beijingtu183,,0,,,,,,180,,,,,,27263,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061001,,,,
383,冰雪公主·伊芙琳,140387,,518,3,140387_2,1,140387_3,140387_1,,,,,,,,,-1,2,,999,伊芙琳是冰晶骑士，作为妹妹，性格内向坚毅，喜欢隐身于森林。只在危机时现身，是姐姐爱琳娜的可靠后盾。,2,,,,,999,skin383,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘洒着纯白的雪花！,,genius,特性：冰雪公主不受任何冰冻影响！,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,hw_beijingtu182,,0,,,,,,180,,,,,,27263,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061001,,,,
384,孪鱼星宫之主 伊希斯,140392,,519,3,140392_2,1,140392_3,140392_1,,,,,,,,,-1,2,,999,"水象的诗歌，是爱的传说。
星海的图腾，翻涌着灵魂呼喊。
古老的海洋守护者，是救赎者，也是牺牲者。",2,,,,,999,skin384,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着双鱼座的能量！,,,,,,,,,,,,,dtxx_beijingtu138,,0,,,,,,180,,,,,,27266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,孪鱼星宫之主 海伦娜,140391,,520,3,140391_2,1,140391_3,140391_1,,,,,,,,,-1,2,,999,"双鱼相生，是来自海的信使。
泪落大海，鱼儿在品尝悲伤。
浩渺星河，聆听鱼语的共舞。",2,,,,,999,skin385,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着双鱼座的能量！,,,,,,,,,,,,,dtxx_beijingtu138,,0,,,,,,180,,,,,,27267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,虚空守护 星莉奈,140381,,521,3,140381_2,1,140381_3,140381_1,,,,,,,,,-1,2,,999,"这虚空之夜，将重新洗牌。
时间轮回，梦魇攻城，邪恶之战，一触即发。
暗夜的幽影，我一击即逝。",2,,,,,999,skin386,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,#cda5b0a变装：可切换虚空黯影形态，点击左侧按钮预览。#n,1,changeicon,幻化：点击左侧按钮，可幻化为兽形态。,4,soundplay,#cda5b0a专属语音：地图内会播放专属语音，点击左侧按钮可试听！#n,,headicon,头像框：解锁装扮获得专属头像框！,,,,dtxx_beijingtu147,,0,,1,4692,,,180,,,,,,27268,,,2_387,,387,1,,,,,,,,,,,,,,,,,,,,,,,,,,
387,虚空黯影 星莉奈,140382,,522,3,140382_2,1,140382_3,140382_1,,,,,,,,,-1,2,,999,"星散夜幕，虚空灵力，缭绕掌中。
夜空中的石碑，低喃着复活咒语。
舞动的长发，是我的暗夜铠甲。",2,,,,,999,skin387,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,#cda5b0a变装：可切换虚空守护形态，点击左侧按钮预览。。#n,1,changeicon,幻化：点击左侧按钮，可幻化为兽形态。,4,soundplay,#cda5b0a专属语音：地图内会播放专属语音，点击左侧按钮可试听！#n,,headicon,头像框：解锁装扮获得专属头像框！,,,,dtxx_beijingtu148,,0,,1,4692,,,180,,,,,,27269,,,2_386,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,锦绣百花,140393,,523,3,140393_2,1,140393_3,140393_1,,,,,,,,,-1,2,,999,"戏里宿命轮转，戏外固守河山
本帅百花公主，鼓棚起舞点将
——湘剧《百花记》百花公主联动装扮",2,,,,,999,skin388,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花朵！,,,,,,,,,,,,,dtxx_beijingtu145,,0,,,,,,180,,,,,,27270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,龙瑜,140388,,524,3,140388_2,1,140388_3,140388_1,,,,,,,,,-1,2,,999,考的都会，蒙的都对，逢考必过，吉星高照欸~,2,,,,,999,skin389,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金币！,,,,,,,,,,,,,dtxx_beijingtu144,,0,,,,,,180,,,,,,27271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,鲤瑶,140389,,525,3,140389_2,1,140389_3,140389_1,,,,,,,,,-1,2,,999,谁说鱼只有七秒的记忆！哎呀，刚刚这个红包是谁给的来着？,2,,,,,999,skin390,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金色光点！,,,,,,,,,,,,,dtxx_beijingtu144,,0,,,,,,180,,,,,,27272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,版本过低,,,526,3,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin391,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着绿叶！,4,soundplay,,,,,,,,,,,,,0,,,,,,180,,,,,,27273,,,,,,,8,,,,,,,ent.391.die,110,ent.391.social,120,40,,,,,,,,,,,,,,
392,版本过低,,,527,3,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin392,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着绿叶！,4,soundplay,,,,,,,,,,,,,0,,,,,,180,,,,,,27274,,,,,,,8,,,,ent.392.idle,150,50,ent.392.die,110,ent.392.social,120,40,,,,,,,,,,,,,,
393,版本过低,,,528,3,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin393,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着绿叶！,4,soundplay,,,,,,,,,,,,,0,,,,,,180,,,,,,27275,,,,,,,8,,,,ent.393.idle,150,50,ent.393.die,110,,,,,,,,,,,,,,,,,
394,莓果甜心,140384,,529,3,140384_2,1,140384_3,140384_1,,,,,,,,,-1,2,,999,莓果甜心的真实身份是水果蛋糕精灵，但她总喜欢隐藏自己的天赋，只有在四下无人的时候才会偷偷在长椅上用魔法给自己变出一份香甜的蛋糕。,2,,,,,999,skin394,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着莓果！,,,,,,,,,,,,,dtxx_beijingtu142,,0,,,,,,180,,,,,,27276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,圣云芷,140378,,530,3,140378_2,1,140378_3,140378_1,,,,,,,,,-1,2,,999,圣云芷是天界的使者，她的使命是传递爱与希望的信息，用她的力量治愈着人们的伤口，为人们带来温暖和光明。,2,,,,,999,skin395,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着治愈能量！,,,,,,,,,,,,,dtxx_beijingtu146,,0,,,,,,180,,,,,,27277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,幻-猩红战机,140390,,531,3,140390_2,1,140390_3,140390_1,,,,,,,,,-1,2,,999,一款注重速度与火力的机械生命体，外观全身以猩红色为主，犹如一台高速行驶的猩红战机。四把能量光刃被集成在机身两侧，迅速切割敌人。,2,,,,,999,skin396,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：浑身散发着火焰！,1,changeicon,变形：点击按钮变形成战机形态.,,,,,,,,,,dtxx_beijingtu143,,0,,1,4694,,,180,,,,,,27278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,龙潮儿,140396,,532,3,140396_2,1,140396_3,140396_1,,,,,,,,,-1,2,,999,一个不一样的潮牌主理人，他带着梦想走南闯北，将机遇带给那些和他一样想走创新之路的人。,2,解锁道具可由活动获得,,,,999,skin397,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金币！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,菲特,140394,,533,3,140394_2,1,140394_3,140394_1,,,,,,,,,-1,2,,999,来自于诺尔大陆刺客一族后裔，虚空侵袭出现后，作为领头人的父亲带着母亲前去剿灭怪物失踪了，为了寻找父母他离开了故乡，进入虚空之境。,2,,,,,999,skin398,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着虚空能量！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,爱洛,140395,,534,3,140395_2,1,140395_3,140395_1,,,,,,,,,-1,2,,999,原本是诺尔大陆学校好学生、父母保护下的“小公主”，偶然觉醒了能够进入虚空之境的能力，并在菲特的指导下成为一名女刺客，与其一起狩猎虚空。,2,,,,,999,skin399,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着虚空能量！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,灯瑶,140397,,535,3,140397_2,1,140397_3,140397_1,,,,,,,,,-1,2,,999,灯瑶，生于一个古朴的村落，她的祖辈都是村里的灯笼匠人，从小就跟随祖父学习制作灯笼的技艺。因此灯笼的制作技艺高超，擅长运用各种材料和工艺，创作别具一格的灯笼，她总是倾注全部心血，将情感融入其中，使得每一盏灯笼都仿佛有了生命。,2,,,,,999,skin400,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着黄色花朵！,,,,,,,,,,,,,dtxx_beijingtu149,,0,,,,,,180,,,,,,27282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,星速,140399,,536,3,140399_2,1,140399_3,140399_1,,,,,,,,,-1,2,,999,星速是宇宙快递公司“星际速递”的一员，负责在各个星球之间传递包裹。他有着坚定的使命感，坚信自己的工作对维持宇宙的和谐与繁荣至关重要。他深知在宇宙中，每个星球都有其独特的环境和生态系统，因此他严格遵守公司的规章制度，以确保每个包裹都能安全、准时地送达。,2,,,,,999,skin401,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下星际速递印记。,,,,,,,,,,,,,dtxx_beijingtu150,,0,,,,,,180,,,,,,27283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,澄团团,140400,,537,3,140400_2,1,140400_3,140400_1,,,,,,,,,-1,2,,999,澄团团像是一个敏感的小哭包，容易被外界的事物所触动，泪水总是说来就来。然而，她的泪水并不是软弱的象征，而是她真实情感的流露。澄团团非常善良，她对待每一个人都充满了真诚和关爱，虽然她有时会显得有些胆小，但她的勇气和坚韧总是在关键时刻展现出来！,2,,,,,999,skin402,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下螃蟹脚印。,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,墨语竹,140401,,538,3,140401_2,1,140401_3,140401_1,,,,,,,,,-1,2,,999,墨语竹是一位居住在水墨画中的仙女，她以竹为伴，以墨为友，过着与世隔绝的生活，她的画作笔触流畅、意境深远，能够将竹子的优雅和坚韧表现得淋漓尽致。,2,,,,,999,skin403,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,彗星,140398,,539,3,140398_2,1,140398_3,140398_1,,,,,,,,,-1,2,,999,彗星拥有卓越的驾驶技术和高超的星际导航能力，她的飞船总是能够迅速穿越星际空间，准确到达目的地。她还是一位优秀的机械师，能够熟练维修和保养各种太空飞船和机械设备。,2,,,,,999,skin404,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,dtxx_beijingtu152,,0,,,,,,180,,,,,,27286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,红火金刚,140405,,540,3,140405_2,1,140405_3,140405_1,,,,,,,,,-1,2,,999,龙作为中国传统文化中的神兽，自古以来象征着力量与好运。跟随孩之宝特别打造的龙年限定金刚——【红火金刚】，披荆斩棘、英勇无畏，一起向龙年进发吧！,2,,,,,999,skin405,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着火焰！,1,changeicon,变形：点击左侧变形按钮，可切换机器人/载具形态！,,footprint,行走足迹：走过的地方留下龙之印记。,,,,,,,dtxx_beijingtu151,,0,,1,4700,,,180,,,,,,27287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,樱知意,140403,,541,3,140403_2,1,140403_3,140403_1,,,,,,,,,-1,2,,999,樱知意，一个带着樱花的柔美和纯洁的男孩。他相信，每一朵樱花都有着自己的故事，而他，便是那个愿意倾听这些故事的人。,2,,,,,999,skin406,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下花朵脚印。,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,春樱,140404,,542,3,140404_2,1,140404_3,140404_1,,,,,,,,,-1,2,,999,生活在一个被樱花环绕的美丽小镇，每年樱花盛开如诗如画，她也期盼在这花海中邂逅自己的命中注定。,2,,,,,999,skin407,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下花朵脚印。,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,弗雷,140406,,543,3,140406_2,1,140406_3,140406_1,,,,,,,,,-1,2,,999,弗雷是掌管阳光和丰收的神，他的存在让大地充满生机与活力，同时带领着伙伴们一起战斗，在战斗中他将不断成长，逐渐展现出他作为一位伟大神明的辉煌与荣耀。,2,,,,,999,skin408,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着神圣符文！,,footprint,行走足迹：走过的地方留下太阳印记。,,,,,,,,,,dtxx_beijingtu153,,0,,,,icon_62,,180,,,,,,27290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,甜莓祥瑞 灵韵,140409,,544,3,140409_2,1,140409_3,140409_1,,,,,,,,,-1,2,,999,作为司掌杀伐、驱除妖邪的守护神，灵韵肩负着保护世间的重任，她以智慧和勇气为武器，以善良和正义为信念，守护着世间的和平与安宁。,2,,,,,999,skin409,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着草莓！,,,,,,,,,,,,,dtxx_beijingtu154,,0,,,,,,180,,,,,,27291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,甜圈兔仙 月魄,140407,,545,3,140407_2,1,140407_3,140407_1,,,,,,,,,-1,2,,999,作为一位身怀绝技、家财万贯的兔子，月魄始终保持着对未知世界的好奇与探索，喜欢四处游历，寻找更多新奇有趣的事物。,2,,,,,999,skin410,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着奶油芝士！,,,,,,,,,,,,,dtxx_beijingtu155,,0,,,,,,180,,,,,,27292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,创角男2,300009,,546,3,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着绿叶！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
